client,site,country,tracc_practice,assessment_date,tracc_maturity
Client 6,Site 100,India,Visual Management,5/10/2016,2.37
Client 6,Site 100,India,Visual Management,5/22/2016,2.55
Client 6,Site 100,India,Visual Management,5/23/2016,2.25
Client 6,Site 100,India,Visual Management,6/9/2016,2.57
Client 6,Site 100,India,Visual Management,6/15/2016,2.2
Client 6,Site 100,India,Visual Management,6/16/2016,1.26
Client 6,Site 100,India,Visual Management,6/30/2016,1.29
Client 6,Site 100,India,Visual Management,7/6/2016,1.19
Client 6,Site 100,India,Visual Management,7/21/2016,2.34
Client 6,Site 100,India,Visual Management,8/28/2016,2.3
Client 6,Site 100,India,Visual Management,9/22/2016,2.08
Client 6,Site 100,India,Visual Management,9/26/2016,1.35
Client 6,Site 100,India,Visual Management,9/30/2016,3.06
Client 6,Site 100,India,Visual Management,10/9/2016,2.34
Client 6,Site 100,India,Visual Management,10/10/2016,2.1
Client 6,Site 100,India,Visual Management,10/13/2016,2.34
Client 6,Site 100,India,Visual Management,10/30/2016,1.84
Client 6,Site 100,India,Visual Management,11/8/2016,1.06
Client 6,Site 100,India,Visual Management,11/17/2016,2.26
Client 6,Site 100,India,Visual Management,1/23/2017,1.73
Client 6,Site 100,India,Visual Management,2/13/2017,1.37
Client 6,Site 100,India,Visual Management,3/26/2017,1.84
Client 6,Site 100,India,Visual Management,3/27/2017,1.89
Client 6,Site 100,India,Visual Management,4/5/2017,1.87
Client 6,Site 100,India,Visual Management,5/2/2017,1.91
Client 6,Site 100,India,Visual Management,5/21/2017,2.43
Client 6,Site 100,India,Visual Management,5/28/2017,2.26
Client 6,Site 100,India,Visual Management,7/3/2017,2.54
Client 6,Site 100,India,Visual Management,7/19/2017,1.67
Client 6,Site 100,India,Visual Management,7/27/2017,2.17
Client 6,Site 100,India,Visual Management,8/2/2017,1.3
Client 6,Site 100,India,Visual Management,8/3/2017,1.41
Client 6,Site 100,India,Visual Management,8/9/2017,1.93
Client 6,Site 100,India,Visual Management,8/10/2017,2.14
Client 6,Site 100,India,Visual Management,8/14/2017,1.86
Client 6,Site 100,India,Visual Management,8/15/2017,1.63
Client 6,Site 100,India,Visual Management,8/21/2017,1.18
Client 6,Site 100,India,Visual Management,9/13/2017,2.01
Client 6,Site 100,India,Visual Management,9/21/2017,2.13
Client 6,Site 100,India,Visual Management,9/25/2017,1.93
Client 6,Site 100,India,Visual Management,10/5/2017,2.17
Client 6,Site 100,India,Visual Management,10/6/2017,1.63
Client 6,Site 100,India,Visual Management,10/13/2017,2.31
Client 6,Site 100,India,Visual Management,10/16/2017,1.88
Client 6,Site 100,India,Visual Management,10/18/2017,2.52
Client 6,Site 100,India,Visual Management,10/27/2017,1.76
Client 6,Site 100,India,Visual Management,10/31/2017,1.84
Client 6,Site 100,India,Visual Management,11/6/2017,1.64
Client 6,Site 100,India,Visual Management,11/19/2017,1.68
Client 6,Site 100,India,Visual Management,11/23/2017,2.3
Client 6,Site 100,India,Visual Management,11/24/2017,2.35
Client 6,Site 100,India,Visual Management,11/28/2017,2.2
Client 6,Site 100,India,Visual Management,12/11/2017,1.81
Client 6,Site 100,India,Visual Management,12/12/2017,1.58
Client 6,Site 100,India,Visual Management,12/19/2017,2.14
Client 6,Site 100,India,Visual Management,12/23/2017,2.83
Client 6,Site 100,India,Visual Management,1/2/2018,2.25
Client 6,Site 100,India,Visual Management,1/30/2018,2.21
Client 6,Site 100,India,Visual Management,2/15/2018,2.71
Client 6,Site 100,India,Visual Management,2/27/2018,2.1
Client 6,Site 100,India,Visual Management,3/7/2018,2.05
Client 6,Site 100,India,Visual Management,3/12/2018,2.67
Client 6,Site 100,India,Visual Management,4/30/2018,2.96
Client 6,Site 100,India,Visual Management,6/4/2018,2.62
Client 6,Site 100,India,Visual Management,7/17/2018,2.44
Client 6,Site 100,India,Visual Management,8/15/2018,2.71
Client 6,Site 100,India,Visual Management,8/17/2018,2.39
Client 6,Site 100,India,Visual Management,8/22/2018,2.52
Client 6,Site 100,India,Visual Management,9/6/2018,2.94
Client 6,Site 100,India,Visual Management,10/4/2018,2.45
Client 6,Site 101,United Kingdom,5S,2/25/2016,1.83
Client 6,Site 101,United Kingdom,5S,2/27/2016,3.35
Client 6,Site 101,United Kingdom,5S,3/3/2016,1
Client 6,Site 101,United Kingdom,5S,3/10/2016,1.84
Client 6,Site 101,United Kingdom,5S,4/27/2016,2.84
Client 6,Site 101,United Kingdom,5S,5/17/2016,3.43
Client 6,Site 101,United Kingdom,5S,11/30/2016,1.21
Client 6,Site 101,United Kingdom,5S,12/6/2016,3.45
Client 6,Site 101,United Kingdom,5S,12/7/2016,2.41
Client 6,Site 101,United Kingdom,5S,4/26/2017,1.28
Client 6,Site 101,United Kingdom,5S,6/26/2017,3.44
Client 6,Site 101,United Kingdom,5S,6/28/2017,1.76
Client 6,Site 101,United Kingdom,5S,7/16/2017,1.61
Client 6,Site 101,United Kingdom,5S,7/25/2017,1.63
Client 6,Site 101,United Kingdom,5S,7/26/2017,2.36
Client 6,Site 101,United Kingdom,5S,8/3/2017,3.05
Client 6,Site 101,United Kingdom,5S,8/10/2017,3.05
Client 6,Site 101,United Kingdom,5S,8/27/2017,2.5
Client 6,Site 101,United Kingdom,5S,9/27/2017,3.48
Client 6,Site 101,United Kingdom,5S,10/11/2017,2.16
Client 6,Site 101,United Kingdom,5S,10/17/2017,1.96
Client 6,Site 101,United Kingdom,5S,10/25/2017,1.57
Client 6,Site 101,United Kingdom,5S,10/27/2017,1
Client 6,Site 101,United Kingdom,5S,11/3/2017,3.87
Client 6,Site 101,United Kingdom,5S,11/13/2017,1.35
Client 6,Site 101,United Kingdom,5S,2/13/2018,3.65
Client 6,Site 101,United Kingdom,5S,2/15/2018,1.63
Client 6,Site 101,United Kingdom,5S,2/16/2018,2.76
Client 6,Site 101,United Kingdom,5S,5/15/2018,3.18
Client 6,Site 101,United Kingdom,5S,7/18/2018,1.55
Client 6,Site 101,United Kingdom,5S,7/27/2018,3.48
Client 6,Site 101,United Kingdom,Focused Improvement,5/2/2016,2.13
Client 6,Site 101,United Kingdom,Focused Improvement,12/6/2016,1.91
Client 6,Site 101,United Kingdom,Focused Improvement,9/14/2017,2.52
Client 6,Site 101,United Kingdom,Focused Improvement,10/26/2017,1
Client 6,Site 101,United Kingdom,Focused Improvement,12/19/2017,2.04
Client 6,Site 101,United Kingdom,Focused Improvement,7/18/2018,1
Client 6,Site 101,United Kingdom,Focused Improvement,7/27/2018,3.22
Client 6,Site 101,United Kingdom,Teamwork,10/3/2016,1.45
Client 6,Site 101,United Kingdom,Teamwork,12/7/2016,2.03
Client 6,Site 101,United Kingdom,Teamwork,3/1/2017,2.24
Client 6,Site 101,United Kingdom,Teamwork,5/2/2017,2.07
Client 6,Site 101,United Kingdom,Teamwork,8/3/2017,2.15
Client 6,Site 101,United Kingdom,Teamwork,8/10/2017,2.15
Client 6,Site 101,United Kingdom,Teamwork,8/21/2017,2.54
Client 6,Site 101,United Kingdom,Teamwork,12/19/2017,2.05
Client 6,Site 101,United Kingdom,Teamwork,5/7/2018,3.83
Client 6,Site 101,United Kingdom,Visual Management,5/1/2016,2.21
Client 6,Site 101,United Kingdom,Visual Management,12/7/2016,1.75
Client 6,Site 101,United Kingdom,Visual Management,8/31/2017,2.54
Client 6,Site 101,United Kingdom,Visual Management,10/27/2017,1
Client 6,Site 101,United Kingdom,Visual Management,12/19/2017,2.44
Client 6,Site 101,United Kingdom,Visual Management,6/6/2018,2.44
Client 20,Site 102,China,5S,8/16/2016,1.29
Client 20,Site 102,China,5S,10/12/2016,1.17
Client 20,Site 102,China,5S,12/7/2016,1.14
Client 20,Site 102,China,5S,1/17/2017,1.11
Client 20,Site 102,China,5S,1/26/2017,1
Client 20,Site 102,China,5S,2/9/2017,1.24
Client 20,Site 102,China,5S,3/1/2017,1.33
Client 20,Site 102,China,5S,3/16/2017,1.29
Client 20,Site 102,China,5S,3/27/2017,1.21
Client 20,Site 102,China,5S,4/6/2017,1.33
Client 20,Site 102,China,5S,4/12/2017,1.21
Client 20,Site 102,China,5S,4/25/2017,1.11
Client 20,Site 102,China,5S,5/4/2017,1.17
Client 20,Site 102,China,5S,5/17/2017,1.19
Client 20,Site 102,China,5S,5/23/2017,1.09
Client 20,Site 102,China,5S,6/1/2017,1.17
Client 20,Site 102,China,5S,6/13/2017,1
Client 20,Site 102,China,5S,6/21/2017,1.27
Client 20,Site 102,China,5S,6/28/2017,1.16
Client 20,Site 102,China,5S,6/29/2017,1.23
Client 20,Site 102,China,5S,7/18/2017,1.17
Client 20,Site 102,China,5S,8/2/2017,1.21
Client 20,Site 102,China,5S,8/23/2017,1.2
Client 20,Site 102,China,5S,8/28/2017,1.52
Client 20,Site 102,China,5S,9/20/2017,1.55
Client 20,Site 102,China,5S,10/4/2017,1.23
Client 20,Site 102,China,5S,10/23/2017,1.37
Client 20,Site 102,China,5S,10/24/2017,1.48
Client 20,Site 102,China,5S,10/25/2017,1.23
Client 20,Site 102,China,5S,11/13/2017,1.26
Client 20,Site 102,China,5S,11/16/2017,1.2
Client 20,Site 102,China,5S,12/5/2017,2.22
Client 20,Site 102,China,5S,12/12/2017,2.36
Client 20,Site 102,China,5S,12/13/2017,2.8
Client 20,Site 102,China,5S,12/15/2017,2.42
Client 20,Site 102,China,5S,12/18/2017,2.44
Client 20,Site 102,China,5S,1/4/2018,1.42
Client 20,Site 102,China,5S,1/10/2018,1.23
Client 20,Site 102,China,5S,1/25/2018,3.17
Client 20,Site 102,China,5S,1/29/2018,1.92
Client 20,Site 102,China,5S,2/7/2018,1.23
Client 20,Site 102,China,5S,2/8/2018,1.25
Client 20,Site 102,China,5S,2/21/2018,1.67
Client 20,Site 102,China,5S,2/26/2018,2.17
Client 20,Site 102,China,5S,3/6/2018,1.12
Client 20,Site 102,China,5S,3/8/2018,2.29
Client 20,Site 102,China,5S,3/9/2018,2.29
Client 20,Site 102,China,5S,3/14/2018,1.07
Client 20,Site 102,China,5S,3/15/2018,1.37
Client 20,Site 102,China,5S,3/26/2018,1.29
Client 20,Site 102,China,5S,4/2/2018,2.85
Client 20,Site 102,China,5S,4/9/2018,1.09
Client 20,Site 102,China,5S,4/11/2018,2.36
Client 20,Site 102,China,5S,4/16/2018,1.36
Client 20,Site 102,China,5S,5/7/2018,1.11
Client 20,Site 102,China,5S,5/14/2018,2
Client 20,Site 102,China,5S,5/23/2018,1.69
Client 20,Site 102,China,5S,6/5/2018,1.34
Client 20,Site 102,China,5S,6/8/2018,1.34
Client 20,Site 102,China,5S,6/14/2018,1.34
Client 20,Site 102,China,5S,6/26/2018,1.18
Client 20,Site 102,China,5S,6/27/2018,1.58
Client 20,Site 102,China,5S,7/4/2018,1.17
Client 20,Site 102,China,5S,7/16/2018,1.18
Client 20,Site 102,China,5S,8/7/2018,1.18
Client 20,Site 102,China,5S,8/14/2018,1.28
Client 20,Site 102,China,5S,8/20/2018,1.58
Client 20,Site 102,China,5S,8/29/2018,1.87
Client 20,Site 102,China,5S,9/6/2018,1.88
Client 20,Site 102,China,5S,9/10/2018,2.59
Client 20,Site 102,China,5S,9/11/2018,2.5
Client 20,Site 102,China,5S,9/28/2018,2.85
Client 20,Site 102,China,5S,10/3/2018,1.2
Client 20,Site 102,China,5S,10/8/2018,1.14
Client 20,Site 102,China,5S,10/11/2018,1.14
Client 20,Site 102,China,5S,10/12/2018,2.36
Client 20,Site 102,China,Focused Improvement,8/16/2016,1.25
Client 20,Site 102,China,Focused Improvement,10/12/2016,1.16
Client 20,Site 102,China,Focused Improvement,12/7/2016,1.86
Client 20,Site 102,China,Focused Improvement,1/17/2017,1.27
Client 20,Site 102,China,Focused Improvement,1/25/2017,1.58
Client 20,Site 102,China,Focused Improvement,2/8/2017,1.39
Client 20,Site 102,China,Focused Improvement,3/1/2017,1.54
Client 20,Site 102,China,Focused Improvement,3/15/2017,1.27
Client 20,Site 102,China,Focused Improvement,3/23/2017,1.3
Client 20,Site 102,China,Focused Improvement,4/5/2017,1.15
Client 20,Site 102,China,Focused Improvement,4/12/2017,1.23
Client 20,Site 102,China,Focused Improvement,4/24/2017,1.24
Client 20,Site 102,China,Focused Improvement,5/3/2017,1.29
Client 20,Site 102,China,Focused Improvement,5/11/2017,1.64
Client 20,Site 102,China,Focused Improvement,5/18/2017,1.26
Client 20,Site 102,China,Focused Improvement,6/8/2017,1.3
Client 20,Site 102,China,Focused Improvement,6/22/2017,1.26
Client 20,Site 102,China,Focused Improvement,6/28/2017,1.25
Client 20,Site 102,China,Focused Improvement,6/30/2017,1.23
Client 20,Site 102,China,Focused Improvement,7/18/2017,1.5
Client 20,Site 102,China,Focused Improvement,8/2/2017,1.15
Client 20,Site 102,China,Focused Improvement,8/23/2017,1.3
Client 20,Site 102,China,Focused Improvement,8/28/2017,1.71
Client 20,Site 102,China,Focused Improvement,9/20/2017,1.77
Client 20,Site 102,China,Focused Improvement,10/4/2017,1.21
Client 20,Site 102,China,Focused Improvement,10/23/2017,1.62
Client 20,Site 102,China,Focused Improvement,10/24/2017,1.57
Client 20,Site 102,China,Focused Improvement,10/25/2017,1.24
Client 20,Site 102,China,Focused Improvement,11/13/2017,1.37
Client 20,Site 102,China,Focused Improvement,11/15/2017,1.13
Client 20,Site 102,China,Focused Improvement,12/5/2017,2.27
Client 20,Site 102,China,Focused Improvement,12/11/2017,1.64
Client 20,Site 102,China,Focused Improvement,12/12/2017,1.33
Client 20,Site 102,China,Focused Improvement,12/13/2017,1.85
Client 20,Site 102,China,Focused Improvement,12/15/2017,2.07
Client 20,Site 102,China,Focused Improvement,12/18/2017,2.07
Client 20,Site 102,China,Focused Improvement,1/4/2018,1.92
Client 20,Site 102,China,Focused Improvement,1/10/2018,1.36
Client 20,Site 102,China,Focused Improvement,1/25/2018,1.84
Client 20,Site 102,China,Focused Improvement,1/29/2018,1.95
Client 20,Site 102,China,Focused Improvement,2/8/2018,1.49
Client 20,Site 102,China,Focused Improvement,2/22/2018,1.57
Client 20,Site 102,China,Focused Improvement,2/28/2018,1.46
Client 20,Site 102,China,Focused Improvement,3/8/2018,2
Client 20,Site 102,China,Focused Improvement,3/11/2018,2
Client 20,Site 102,China,Focused Improvement,3/15/2018,1.29
Client 20,Site 102,China,Focused Improvement,3/28/2018,1.52
Client 20,Site 102,China,Focused Improvement,4/3/2018,1.58
Client 20,Site 102,China,Focused Improvement,4/10/2018,1.17
Client 20,Site 102,China,Focused Improvement,4/11/2018,1.59
Client 20,Site 102,China,Focused Improvement,5/8/2018,1.39
Client 20,Site 102,China,Focused Improvement,5/14/2018,1.94
Client 20,Site 102,China,Focused Improvement,5/23/2018,1.65
Client 20,Site 102,China,Focused Improvement,6/5/2018,1.42
Client 20,Site 102,China,Focused Improvement,6/14/2018,1.23
Client 20,Site 102,China,Focused Improvement,6/26/2018,1.25
Client 20,Site 102,China,Focused Improvement,6/27/2018,2.14
Client 20,Site 102,China,Focused Improvement,7/3/2018,1.35
Client 20,Site 102,China,Focused Improvement,7/17/2018,1.39
Client 20,Site 102,China,Focused Improvement,8/7/2018,1.16
Client 20,Site 102,China,Focused Improvement,8/8/2018,1.98
Client 20,Site 102,China,Focused Improvement,8/29/2018,2.33
Client 20,Site 102,China,Focused Improvement,8/31/2018,1.93
Client 20,Site 102,China,Focused Improvement,9/6/2018,1.87
Client 20,Site 102,China,Focused Improvement,9/10/2018,1.98
Client 20,Site 102,China,Focused Improvement,9/11/2018,2.33
Client 20,Site 102,China,Focused Improvement,9/28/2018,1.58
Client 20,Site 102,China,Focused Improvement,10/2/2018,1.6
Client 20,Site 102,China,Focused Improvement,10/4/2018,1.28
Client 20,Site 102,China,Focused Improvement,10/9/2018,1.2
Client 20,Site 102,China,Focused Improvement,10/12/2018,1.59
Client 20,Site 102,China,Teamwork,8/16/2016,1.49
Client 20,Site 102,China,Teamwork,10/10/2016,1.06
Client 20,Site 102,China,Teamwork,11/14/2016,1.61
Client 20,Site 102,China,Teamwork,12/6/2016,1.92
Client 20,Site 102,China,Teamwork,1/16/2017,1.77
Client 20,Site 102,China,Teamwork,2/6/2017,1.55
Client 20,Site 102,China,Teamwork,3/1/2017,2.18
Client 20,Site 102,China,Teamwork,3/13/2017,1.41
Client 20,Site 102,China,Teamwork,3/23/2017,1.26
Client 20,Site 102,China,Teamwork,4/3/2017,1.28
Client 20,Site 102,China,Teamwork,4/10/2017,1.29
Client 20,Site 102,China,Teamwork,4/26/2017,1.2
Client 20,Site 102,China,Teamwork,5/1/2017,1.29
Client 20,Site 102,China,Teamwork,5/11/2017,1.59
Client 20,Site 102,China,Teamwork,5/15/2017,1.11
Client 20,Site 102,China,Teamwork,6/1/2017,1.59
Client 20,Site 102,China,Teamwork,6/21/2017,2.07
Client 20,Site 102,China,Teamwork,6/27/2017,1.37
Client 20,Site 102,China,Teamwork,7/10/2017,1
Client 20,Site 102,China,Teamwork,7/20/2017,1.93
Client 20,Site 102,China,Teamwork,7/26/2017,1.52
Client 20,Site 102,China,Teamwork,8/1/2017,1.07
Client 20,Site 102,China,Teamwork,8/21/2017,1.25
Client 20,Site 102,China,Teamwork,8/23/2017,1.98
Client 20,Site 102,China,Teamwork,9/20/2017,1.84
Client 20,Site 102,China,Teamwork,10/2/2017,1.11
Client 20,Site 102,China,Teamwork,10/20/2017,1.29
Client 20,Site 102,China,Teamwork,10/23/2017,1.81
Client 20,Site 102,China,Teamwork,10/24/2017,1.9
Client 20,Site 102,China,Teamwork,11/12/2017,1.23
Client 20,Site 102,China,Teamwork,11/13/2017,2
Client 20,Site 102,China,Teamwork,11/22/2017,2.64
Client 20,Site 102,China,Teamwork,12/12/2017,2.34
Client 20,Site 102,China,Teamwork,12/13/2017,2.41
Client 20,Site 102,China,Teamwork,12/15/2017,2.38
Client 20,Site 102,China,Teamwork,12/18/2017,2.5
Client 20,Site 102,China,Teamwork,12/19/2017,1.84
Client 20,Site 102,China,Teamwork,1/4/2018,2
Client 20,Site 102,China,Teamwork,1/8/2018,1.43
Client 20,Site 102,China,Teamwork,1/18/2018,1.36
Client 20,Site 102,China,Teamwork,1/25/2018,2.63
Client 20,Site 102,China,Teamwork,1/29/2018,2.59
Client 20,Site 102,China,Teamwork,1/31/2018,2.14
Client 20,Site 102,China,Teamwork,2/5/2018,1.6
Client 20,Site 102,China,Teamwork,2/25/2018,1.39
Client 20,Site 102,China,Teamwork,2/27/2018,2.81
Client 20,Site 102,China,Teamwork,3/8/2018,2.2
Client 20,Site 102,China,Teamwork,3/9/2018,2.2
Client 20,Site 102,China,Teamwork,3/12/2018,1.36
Client 20,Site 102,China,Teamwork,3/14/2018,1.15
Client 20,Site 102,China,Teamwork,3/26/2018,1.54
Client 20,Site 102,China,Teamwork,4/2/2018,2.77
Client 20,Site 102,China,Teamwork,4/10/2018,1.1
Client 20,Site 102,China,Teamwork,4/11/2018,2.48
Client 20,Site 102,China,Teamwork,5/8/2018,1.37
Client 20,Site 102,China,Teamwork,5/13/2018,1.18
Client 20,Site 102,China,Teamwork,5/14/2018,2.61
Client 20,Site 102,China,Teamwork,5/17/2018,1.41
Client 20,Site 102,China,Teamwork,5/23/2018,2.29
Client 20,Site 102,China,Teamwork,5/29/2018,1.41
Client 20,Site 102,China,Teamwork,6/1/2018,1.36
Client 20,Site 102,China,Teamwork,6/4/2018,1.06
Client 20,Site 102,China,Teamwork,6/11/2018,1.21
Client 20,Site 102,China,Teamwork,6/25/2018,1.22
Client 20,Site 102,China,Teamwork,6/27/2018,2.16
Client 20,Site 102,China,Teamwork,7/3/2018,2.05
Client 20,Site 102,China,Teamwork,7/17/2018,1.3
Client 20,Site 102,China,Teamwork,8/6/2018,1.45
Client 20,Site 102,China,Teamwork,8/7/2018,2.35
Client 20,Site 102,China,Teamwork,8/28/2018,1.63
Client 20,Site 102,China,Teamwork,9/6/2018,2.12
Client 20,Site 102,China,Teamwork,9/10/2018,2.51
Client 20,Site 102,China,Teamwork,9/11/2018,2.81
Client 20,Site 102,China,Teamwork,9/28/2018,2.77
Client 20,Site 102,China,Teamwork,10/3/2018,1.32
Client 20,Site 102,China,Teamwork,10/10/2018,1.2
Client 20,Site 102,China,Teamwork,10/12/2018,2.48
Client 20,Site 102,China,Teamwork,10/17/2018,1.2
Client 20,Site 102,China,Visual Management,8/16/2016,1.19
Client 20,Site 102,China,Visual Management,10/11/2016,1
Client 20,Site 102,China,Visual Management,11/15/2016,1.08
Client 20,Site 102,China,Visual Management,12/7/2016,1.28
Client 20,Site 102,China,Visual Management,1/16/2017,1.22
Client 20,Site 102,China,Visual Management,2/7/2017,1.26
Client 20,Site 102,China,Visual Management,3/1/2017,2.19
Client 20,Site 102,China,Visual Management,3/14/2017,1.28
Client 20,Site 102,China,Visual Management,3/23/2017,1.21
Client 20,Site 102,China,Visual Management,4/4/2017,1.17
Client 20,Site 102,China,Visual Management,4/11/2017,1.25
Client 20,Site 102,China,Visual Management,4/25/2017,1.16
Client 20,Site 102,China,Visual Management,5/2/2017,1.27
Client 20,Site 102,China,Visual Management,5/11/2017,2
Client 20,Site 102,China,Visual Management,5/16/2017,1.14
Client 20,Site 102,China,Visual Management,6/8/2017,2.07
Client 20,Site 102,China,Visual Management,6/22/2017,1.81
Client 20,Site 102,China,Visual Management,6/27/2017,1.27
Client 20,Site 102,China,Visual Management,6/28/2017,1.2
Client 20,Site 102,China,Visual Management,7/18/2017,1.92
Client 20,Site 102,China,Visual Management,7/26/2017,1.7
Client 20,Site 102,China,Visual Management,8/1/2017,1.25
Client 20,Site 102,China,Visual Management,8/22/2017,1.38
Client 20,Site 102,China,Visual Management,8/28/2017,2.27
Client 20,Site 102,China,Visual Management,9/20/2017,1.84
Client 20,Site 102,China,Visual Management,10/3/2017,1.23
Client 20,Site 102,China,Visual Management,10/18/2017,1.33
Client 20,Site 102,China,Visual Management,10/23/2017,2.77
Client 20,Site 102,China,Visual Management,10/24/2017,1.66
Client 20,Site 102,China,Visual Management,11/12/2017,1.77
Client 20,Site 102,China,Visual Management,11/14/2017,1.09
Client 20,Site 102,China,Visual Management,12/4/2017,1.2
Client 20,Site 102,China,Visual Management,12/5/2017,2.61
Client 20,Site 102,China,Visual Management,12/12/2017,1.98
Client 20,Site 102,China,Visual Management,12/13/2017,2.31
Client 20,Site 102,China,Visual Management,12/15/2017,2.55
Client 20,Site 102,China,Visual Management,12/18/2017,2.55
Client 20,Site 102,China,Visual Management,1/4/2018,1.72
Client 20,Site 102,China,Visual Management,1/9/2018,1.27
Client 20,Site 102,China,Visual Management,1/11/2018,1.4
Client 20,Site 102,China,Visual Management,1/25/2018,2.62
Client 20,Site 102,China,Visual Management,1/29/2018,2.95
Client 20,Site 102,China,Visual Management,1/31/2018,1.91
Client 20,Site 102,China,Visual Management,2/6/2018,1.18
Client 20,Site 102,China,Visual Management,2/27/2018,2.7
Client 20,Site 102,China,Visual Management,3/7/2018,1.8
Client 20,Site 102,China,Visual Management,3/8/2018,2.15
Client 20,Site 102,China,Visual Management,3/11/2018,2.15
Client 20,Site 102,China,Visual Management,3/13/2018,1.25
Client 20,Site 102,China,Visual Management,3/14/2018,1.13
Client 20,Site 102,China,Visual Management,3/19/2018,1.43
Client 20,Site 102,China,Visual Management,4/3/2018,1.84
Client 20,Site 102,China,Visual Management,4/9/2018,1.02
Client 20,Site 102,China,Visual Management,4/11/2018,2.17
Client 20,Site 102,China,Visual Management,5/4/2018,1.36
Client 20,Site 102,China,Visual Management,5/8/2018,1.13
Client 20,Site 102,China,Visual Management,5/14/2018,1.99
Client 20,Site 102,China,Visual Management,5/15/2018,1.13
Client 20,Site 102,China,Visual Management,5/23/2018,1.98
Client 20,Site 102,China,Visual Management,5/29/2018,1.97
Client 20,Site 102,China,Visual Management,6/1/2018,1.19
Client 20,Site 102,China,Visual Management,6/5/2018,1.14
Client 20,Site 102,China,Visual Management,6/12/2018,1.2
Client 20,Site 102,China,Visual Management,6/25/2018,1.17
Client 20,Site 102,China,Visual Management,6/27/2018,2.16
Client 20,Site 102,China,Visual Management,7/17/2018,1.09
Client 20,Site 102,China,Visual Management,8/7/2018,1.07
Client 20,Site 102,China,Visual Management,8/9/2018,1.87
Client 20,Site 102,China,Visual Management,8/30/2018,1.82
Client 20,Site 102,China,Visual Management,9/6/2018,2.26
Client 20,Site 102,China,Visual Management,9/10/2018,2.49
Client 20,Site 102,China,Visual Management,9/11/2018,2.7
Client 20,Site 102,China,Visual Management,9/28/2018,1.84
Client 20,Site 102,China,Visual Management,10/3/2018,2.05
Client 20,Site 102,China,Visual Management,10/10/2018,1.13
Client 20,Site 102,China,Visual Management,10/12/2018,2.17
Client 20,Site 102,China,Visual Management,10/13/2018,1.13
Client 22,Site 103,Germany,5S,11/8/2017,1.1
Client 22,Site 103,Germany,5S,8/29/2018,1.09
Client 22,Site 103,Germany,Focused Improvement,11/7/2017,1.05
Client 22,Site 103,Germany,Focused Improvement,8/27/2018,1.48
Client 22,Site 103,Germany,Teamwork,11/7/2017,1.07
Client 22,Site 103,Germany,Teamwork,8/27/2018,1.59
Client 22,Site 103,Germany,Visual Management,11/7/2017,1.13
Client 22,Site 103,Germany,Visual Management,8/28/2018,1.57
Client 44,Site 104,Belgium,5S,10/9/2017,1.05
Client 44,Site 104,Belgium,5S,9/3/2018,3.04
Client 44,Site 104,Belgium,Focused Improvement,10/11/2017,1.26
Client 44,Site 104,Belgium,Focused Improvement,6/8/2018,1.55
Client 44,Site 104,Belgium,Focused Improvement,9/3/2018,3.19
Client 44,Site 104,Belgium,Teamwork,8/30/2018,1.8
Client 44,Site 104,Belgium,Teamwork,9/4/2018,2.63
Client 44,Site 104,Belgium,Visual Management,10/11/2017,1.21
Client 44,Site 104,Belgium,Visual Management,7/8/2018,1.7
Client 44,Site 104,Belgium,Visual Management,9/3/2018,2.64
Client 45,Site 104,Belgium,5S,10/12/2016,1.11
Client 45,Site 104,Belgium,5S,10/19/2016,1.36
Client 45,Site 104,Belgium,5S,3/31/2017,1.55
Client 45,Site 104,Belgium,Focused Improvement,5/8/2017,1.15
Client 45,Site 104,Belgium,Visual Management,4/26/2017,1.05
Client 10,Site 104,Mexico,Teamwork,4/20/2018,1.17
Client 31,Site 104,China,5S,3/27/2018,1
Client 31,Site 104,China,5S,3/30/2018,1.36
Client 31,Site 104,China,5S,5/4/2018,1.29
Client 31,Site 104,China,Teamwork,7/19/2018,1
Client 31,Site 104,China,Teamwork,10/22/2018,1.53
Client 31,Site 104,China,Visual Management,3/27/2018,1
Client 31,Site 104,China,Visual Management,4/8/2018,1
Client 31,Site 104,China,Visual Management,7/18/2018,1
Client 9,Site 105,Canada,Teamwork,7/19/2018,1.07
Client 44,Site 106,Netherlands,5S,8/30/2018,1.12
Client 44,Site 106,Netherlands,Focused Improvement,8/29/2018,1.21
Client 44,Site 106,Netherlands,Leading and Managing Change,8/25/2018,1.25
Client 44,Site 106,Netherlands,Teamwork,8/28/2018,1.04
Client 44,Site 106,Netherlands,Visual Management,8/29/2018,1.08
Client 19,Site 107,Netherlands,5S,4/1/2016,1.02
Client 19,Site 107,Netherlands,5S,10/13/2016,1.02
Client 19,Site 107,Netherlands,5S,2/20/2017,1.25
Client 19,Site 107,Netherlands,5S,3/7/2017,1.42
Client 19,Site 107,Netherlands,5S,9/21/2017,1.87
Client 19,Site 107,Netherlands,5S,11/27/2017,1.09
Client 19,Site 107,Netherlands,5S,1/3/2018,1.09
Client 19,Site 107,Netherlands,5S,1/15/2018,1.09
Client 19,Site 107,Netherlands,5S,3/21/2018,1.13
Client 19,Site 107,Netherlands,5S,3/28/2018,2.22
Client 19,Site 107,Netherlands,5S,4/11/2018,1.05
Client 19,Site 107,Netherlands,5S,4/13/2018,3.73
Client 19,Site 107,Netherlands,5S,4/18/2018,1.52
